先臻药房对炉分店,地址：辽宁省鞍山市铁西区三十五中佳泰乐超市旁,电话：0412-6352877,
辽宁成大方圆医药连锁有限公司本溪东芬分店,地址：辽宁省本溪市解放北路建业花园,电话：0414-3622548,
辽宁成大方圆医药连锁有限公司本溪地区总部,地址：辽宁省本溪市平山区转山路17栋17-4号,电话：024-22656581,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市道街分店,地址：辽宁省抚顺市新抚区新抚路隆达开发25号楼东5号门市,电话：024-52333088,
辽宁成大方圆医药连锁有限公司本溪水塔分店,地址：辽宁省本溪市明山区水塔路45号,电话：024-43880515,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市天丰分店,地址：辽宁省抚顺市顺城区贵德街15号楼3单元101号,电话：024-58163056,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市四十二中分店,地址：辽宁省抚顺市望花区丹东路东段22号楼7号,电话：024-58018432,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市将军一校分店,地址：辽宁省抚顺市顺城区新城路中段22号楼5号门市,电话：024-57729926,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市新地号分店,地址：辽宁省抚顺市顺城区新地号80#楼A#(2)、A#(3),电话：024-57107899,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市刘山分店,地址：辽宁省抚顺市东洲区刘山街6委2组P#-2、3门市,电话：024-58583499,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市东洲十中分店,地址：辽宁省抚顺市东洲区东洲大街22号楼9门市,电话：024-58399933,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市东洲大厅分店,地址：辽宁省抚顺市东洲区东洲大街8-2号楼3门市,电话：无,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市光明分店,地址：辽宁省抚顺市望花区雷锋路东段27号４门市,电话：024-58187545,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市东洲桥头分店,地址：辽宁省抚顺市东洲区绥化路西段44-1号1、2门市,电话：无,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市开发区李石分店,地址：辽宁省抚顺开发区李石高丽街,电话：024-58348598,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市隆城街分店,地址：辽宁省抚顺市市顺城区临江路东段7号门市2号1层,电话：024-57501376,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市武功街分店,地址：辽宁省抚顺市市新辽宁省抚顺市区裕民路２６号北９-１２门市 ,电话：024-52723616,
辽辽宁成大方圆医药连锁有限公司辽宁省抚顺市东三路分店,地址：辽宁省抚顺市市新抚区东四路16号楼5号,电话：024-52630497,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市河东分店,地址：辽宁省抚顺市顺城区新城路东段5号楼2号门市,电话：024-57510997,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市众人堂分店,地址：辽宁省抚顺市东洲区虎台街12号,电话：024-58273351,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市体育场分店,地址：辽宁省抚顺市市顺城区戈布东街住宅房地产开发4号楼1-3层,电话：024-57120828,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市站东分店,地址：辽宁省抚顺市市顺城区新城路中段１０３号楼,电话：024-57675677,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市老虎台分店,地址：辽宁省抚顺市东洲区老虎台虎西街新区36号楼,电话：024-52583611,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市三合堂分店,地址：辽宁省抚顺市新抚区十一道街18号好多多超市旁,电话：024-58112205,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市戈布分店,地址：辽宁省抚顺市市顺城区戈部前街1号,电话：024-57110806,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市西三街分店,地址：辽宁省抚顺市市新抚区西三路三号,电话：024-52606327,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市裕民分店,地址：辽宁省抚顺市新抚区武功街8号,电话：024-58361810,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市万新分店,地址：辽宁省抚顺市东洲区万新棚改新区,电话：024-52585806,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市古城子分店,地址：辽宁省抚顺市古城子安置区域1-D号楼1号、2号门市,电话：024-58358705,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市新城路分店,地址：辽宁省抚顺市顺城区新城路中段1号楼7号门市,电话：024-58308431,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市西戈分店,地址：辽宁省抚顺市市顺城区戈布路29-1号中戈8栋1号门市46,电话：024-57109116,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市高湾分店,地址：辽宁省抚顺市开发区高湾街金顺花园9#-4M,电话：024-58345922,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市将军分店,地址：辽宁省抚顺市顺城区将军街15号,电话：024-58129925,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市中心店,地址：辽宁省抚顺市新抚区中央大街_国美电器正门南侧),电话：024-52606763,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市西六路分店,地址：辽宁省抚顺市西三街9方块6栋11号楼,电话：024-52601887,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市东洲大街分店,地址：辽宁省抚顺市市东洲区绥化路西段34-1跃2层1、2号门市,电话：024-54563606 ,
辽宁成大方圆医药连锁有限公司鞍山福莱特福二分店,地址：辽宁省鞍山市立山区工业街8号-S6,电话：0412-4552115,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市中央大街分店,地址：辽宁省抚顺市市新抚区东七路7号,电话：024-52869499,
辽宁成大方圆医药连锁有限公司鞍山大西街分店,地址：辽宁省鞍山市铁西区富强街107号,电话：0412-8965988,
辽宁成大方圆医药连锁有限公司辽宁省抚顺市望花分店,地址：辽宁省抚顺市望花区和平路东段47号楼10、11号门市,电话：024-58339888,
辽宁成大方圆医药连锁有限公司鞍山二中分店,地址：辽宁省鞍山市铁东区南胜利路36号,电话：0412-5506011,
辽宁成大方圆医药连锁有限公司鞍山山南分店,地址：辽宁省鞍山市铁东区山南街40-网-S8号,电话：0412-2971075,
辽宁成大方圆医药连锁有限公司鞍山长青分店,地址：辽宁省鞍山市湖南路212-1号,电话：0412-5862455,
辽宁成大方圆医药连锁有限公司鞍山解放路分店,地址：辽宁省鞍山市铁东区南中华路103号,电话：0412-2650868,
辽宁成大方圆医药连锁有限公司鞍山灵山分店,地址：辽宁省鞍山市立山区强盛街南3#楼231-4,电话：0412-6211580,
辽宁成大方圆医药连锁有限公司鞍山大德阳光分店,地址：辽宁省鞍山市立山区生产街甲7-6,电话：0412-6600221,
辽宁成大方圆医药连锁有限公司鞍山太平二店,地址：辽宁省鞍山市立山东建国路210号,电话：0412-8625507,
辽宁成大方圆医药连锁有限公司鞍山千龙户分店,地址：辽宁省鞍山市铁西区千龙户智慧园6号,电话：0412-8533218,
辽宁成大方圆医药连锁有限公司鞍山时尚分店,地址：辽宁省鞍山市铁东区钢城街11甲,电话：0412-2927668,
辽宁成大方圆医药连锁有限公司鞍山立山分店,地址：辽宁省鞍山市立山区北胜利路312号,电话：0412-6633680,
辽宁成大方圆医药连锁有限公司鞍山胜利路分店,地址：辽宁省鞍山市立山区北胜利路48甲9号,电话：0412-6920516,
辽宁成大方圆医药连锁有限公司鞍山新华街分店,地址：辽宁省鞍山市铁东区南中华路249甲-4,电话：0412-5682488,
辽宁成大方圆医药连锁有限公司鞍山明达分店,地址：辽宁省鞍山市湖南130栋,电话：0412-5840058,
辽宁成大方圆医药连锁有限公司鞍山康宁街分店,地址：辽宁省鞍山市铁东区康宁街36栋,电话：0412-2666695,
辽宁成大方圆医药连锁有限公司鞍山四隆花园分店,地址：辽宁省鞍山市铁东区矿工路四隆花园商业网点一层58号,电话：无,
辽宁成大方圆医药连锁有限公司鞍山深沟寺十区分店,地址：辽宁省鞍山市立山区曙光路252号,电话：0412-6458099,
辽宁成大方圆医药连锁有限公司鞍山汇贤里分店,地址：辽宁省鞍山市铁西区三道街18-3-9,电话：0412-8560128,
辽宁成大方圆医药连锁有限公司鞍山湖南分店,地址：辽宁省鞍山市铁东区湖南街105号,电话：0412-5836998,
辽宁成大方圆医药连锁有限公司鞍山1店,地址：辽宁省鞍山市铁东区民丰巷3号,电话：0412-2229068,
辽宁成大方圆医药连锁有限公司鞍山人民路分店,地址：辽宁省鞍山市铁西区人民路56号,电话：0412-8558868,
辽宁成大方圆医药连锁有限公司鞍山景子街分店,地址：辽宁省鞍山市铁东区文化街2号楼网店58点,电话：0412-2238668,
辽宁成大方圆医药连锁有限公司鞍山正义街分店,地址：辽宁省鞍山市铁东区正义街,电话：0412-6332188,
辽宁成大方圆医药连锁有限公司鞍山三十五中分店,地址：辽宁省鞍山市铁东区和平路100栋,电话：0412-6334068,
辽宁成大方圆医药连锁有限公司鞍山园林分店,地址：辽宁省鞍山市铁东区工农街41号,电话：0412-5551768,
辽宁成大方圆医药连锁有限公司鞍山爱民分店,地址：辽宁省鞍山市铁东区山南二道街23甲,电话：0412-2237681,
辽宁成大方圆医药连锁有限公司大连孙家沟分店,地址：辽宁省大连市沙河口西南路29号,电话：0411-83731737,
辽宁成大方圆医药连锁有限公司大连兴工街分店,地址：辽宁省大连市沙河口区兴工街9号,电话：0411-84528553,
辽宁成大方圆医药连锁有限公司大连莲花小区分店,地址：辽宁省大连市西岗区绕山路61号5-7号,电话：0441-84330835,
辽宁成大方圆医药连锁有限公司大连北岗桥分店,地址：辽宁省大连市西岗区北岗街17号,电话：0411-83623109,
辽宁成大方圆医药连锁有限公司大连山东路分店,地址：辽宁省大连市甘井子区山东路103-3号,电话：0411-86508635,
辽宁成大方圆医药连锁有限公司大连澳南苑分店,地址：辽宁省大连市中山区桃仙街24号澳南苑农贸市场,电话：0411-82371769,
辽宁成大方圆医药连锁有限公司大连锦云分店,地址：辽宁省大连市沙河口区锦石路35-39号,电话：0411-88109139,
辽宁成大方圆医药连锁有限公司大连东关街分店,地址：辽宁省大连市西港区黄河路65号邻里情社区商业中心,电话：0411-83604055,
辽宁成大方圆医药连锁有限公司大连葵英街分店,地址：辽宁省大连市中山区解放路347号,电话：0411-82381095,
辽宁成大方圆医药连锁有限公司大连前程街分店,地址：辽宁省大连市甘井子区前程街3号15-22,电话：0411-84213735,
辽宁成大方圆医药连锁有限公司大连郭东街分店,地址：辽宁省大连市甘井子区迎客路7号(郭东街7号）,电话：0411-86813365,
辽宁成大方圆医药连锁有限公司大连锦华北园分店,地址：辽宁省大连市沙河口区锦华中园8号（2——4）号公建,电话：0411-86902249,
辽宁成大方圆医药连锁有限公司大连黄河路分店,地址：辽宁省大连市沙河口区黄河路794号-11,电话：0411-84590603,
辽宁成大方圆医药连锁有限公司大连刘家桥分店,地址：辽宁省大连市沙河口区华北路428号,电话：0411-86652733,
辽宁成大方圆医药连锁有限公司大连泉水分店,地址：辽宁省大连市甘井子区泉水街道美域盛景A2区21-4,电话：0411-86555044,
辽宁成大方圆医药连锁有限公司大连金州爱民分店,地址：辽宁省大连市金州区友谊街道新20号楼,电话：0411-87809729,
辽宁成大方圆医药连锁有限公司大连贤林园分店,地址：辽宁省大连市甘井子区南林路贤林园23-5号,电话：0411-86813327,
辽宁成大方圆医药连锁有限公司大连人民路分店,地址：辽宁省大连市中山区丹东街17号,电话：0411-82700490,
辽宁成大方圆医药连锁有限公司大连西南路分店,地址：辽宁省大连市沙河口区西南路568号,电话：0411-84386371,
辽宁成大方圆医药连锁有限公司大连桃源街分店,地址：辽宁省大连市八一路32号1层公建,电话：0411-82678411,
辽宁成大方圆医药连锁有限公司大连石道街连桥分店,地址：辽宁省大连市西岗区连桥巷11号,电话：0411-82472631,
辽宁成大方圆医药连锁有限公司大连北甸街分店,地址：辽宁省大连市沙河口区西南路639号,电话：0411-84207835,
辽宁成大方圆医药连锁有限公司大连新南关岭分店,地址：辽宁省大连市甘井子区南关岭路71-1,电话：0411-86875711,
辽宁成大方圆医药连锁有限公司大连连山街分店,地址：辽宁省大连市沙河口区连山街28-1、28-3号,电话：0411-84722622,
辽宁成大方圆医药连锁有限公司大连石葵路分店,地址：辽宁省大连市中山区葵英街民运巷16号,电话：0411-82220819,
辽宁成大方圆医药连锁有限公司大连欣乐公园分店,地址：辽宁省大连市甘井子区泡崖大街18号1层5号公建,电话：0411-86103059,
辽宁成大方圆医药连锁有限公司大连白云新村分店,地址：辽宁省大连市西岗区白云新村东北路145号,电话：0411-84332106,
辽宁成大方圆医药连锁有限公司大连唐山街分店,地址：辽宁省大连市西岗区唐山街35号,电话：0411-83602396,
