四川好仁堂惠民药店 ,地址：四川省攀枝花市米易县桥东街45,电话：0812-8175469,
四川康贝大药房连锁有限公司沙湾正清三店,地址：四川省乐山市沙湾区劲松大道,电话：028-83919006,
四川康贝大药房连锁有限公司丹康药店,地址：四川省乐山市市中区牟子镇,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾轸溪店,地址：四川省乐山市沙湾区轸溪乡街村,电话：028-83919006,
四川康贝大药房连锁有限公司东升康贝源康大药房,地址：四川省成都市双流县东升街道迎春桥七组,电话：028-83919006,
四川康贝大药房连锁有限公司踏水天宫药店,地址：四川省乐山市沙湾区踏水镇天宫街,电话：028-83919006,
四川康贝大药房连锁有限公司踏水恒康药店,地址：四川省乐山市沙湾区踏水镇街村,电话：028-83919006,
四川康贝大药房连锁有限公司永吉药店,地址：四川省乐山市沙湾区尤埂路3号,电话：028-83919006,
四川康贝大药房连锁有限公司太平荟升药店,地址：四川省乐山市沙湾区太平镇下街,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾康乐药店,地址：四川省乐山市沙湾区沙湾镇韩王路,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾回春堂,地址：四川省乐山市沙湾区牛石镇新村,电话：028-83919006,
四川康贝大药房连锁有限公司九江保和堂药店,地址：四川省成都市双流县九江镇甘泉街54号,电话：028-83919006,
四川康贝大药房连锁有限公司大塘药店,地址：四川省成都市双流县永安镇金马街115号,电话：028-83919006,
四川康贝大药房有限公司沙湾平价药店,地址：四川省乐山市沙湾区福禄镇东阳街11号,电话：028-83919006,
四川康贝大药房连锁有限公司黄龙溪欣欣药店,地址：四川省成都市双流县黄龙溪镇古佛洞46、48号,电话：028-83919006,
四川康贝大药房连锁有限公司鲁氏药店,地址：四川省乐山市沙湾区福禄镇新街第12门市,电话：028-83919006,
四川康贝大药房连锁有限公司丰园店,地址：四川省乐山市沙湾区葫芦镇街村116号,电话：028-83919006,
四川康贝大药房连锁有限公司鑫凤大药房,地址：四川省成都市双流县西航港街道大件路文星路段168号西南民族大学航空港校区时政广场,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾平安药店,地址：四川省乐山市沙湾区沙湾镇,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾利民药店,地址：四川省乐山市沙湾区牛石镇曹山街30号,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾吉祥店,地址：四川省乐山市沙湾区嘉农镇街道,电话：028-83919006,
四川康贝大药房连锁有限公司民健堂药店,地址：四川省乐山市沙湾区福禄镇新街大地坎3-4号,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾凯旭店,地址：四川省乐山市沙湾区钟灵街第1-2门市,电话：028-83919006,
四川康贝大药房连锁有限公司沫江红光药店,地址：四川省乐山市沙湾区沫江老矿,电话：028-83919006,
四川康贝大药房连锁有限公司春宇大药房,地址：四川省成都市双流县九江街道马家寺锦苑59、60号,电话：028-83919006,
四川康贝大药房连锁有限公司张氏药店,地址：四川省乐山市沙湾区嘉农镇丰都庙街,电话：028-83919006,
四川康贝大药房连锁有限公司荣鑫大药房,地址：四川省成都市双流县西航港街道星月花园二期1栋1号,电话：028-83919006,
四川康贝大药房连锁有限公司九江红利大药房,地址：四川省成都市双流县九江街道邹家场升平路190号,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾神农店,地址：四川省乐山市沙湾区玉溪街30号,电话：028-83919006,
四川康贝大药房连锁有限公司康宁药店,地址：四川省乐山市沙湾区福禄镇东阳街,电话：028-83919006,
四川康贝大药房连锁有限公司牛石镇西药门市,地址：四川省乐山市沙湾区牛石镇街93号,电话：028-83919006,
四川康贝大药房连锁有限公司俊枝药店,地址：四川省乐山市沙湾区沫江草坝,电话：028-83919006,
四川康贝大药房连锁有限公司珂彦大药房,地址：四川省成都市双流县九江街道雁葫路122、124号,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾正清二店,地址：四川省乐山市沙湾区沫若大道南段,电话：028-83919006,
四川康贝大药房连锁有限公司先先药店,地址：四川省成都市双流县彭镇商业街54号,电话：028-83919006,
四川康贝大药房连锁有限公司太平药店,地址：四川省乐山市沙湾区太平镇下街307号,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾宏康药房,地址：四川省乐山市沙湾区福禄镇新街33号,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾正清一店,地址：四川省乐山市沙湾区文豪路356号,电话：028-83919006,
四川康贝大药房连锁有限公司恒安药店,地址：四川省乐山市沙湾区太平镇下街298号,电话：028-83919006,
四川康贝大药房连锁有限公司跃新店,地址：四川省乐山市沙湾区范店乡街村,电话：028-83919006,
四川康贝大药房连锁有限公司雅江新民药店,地址：四川省甘孜藏族自治州雅江县商业步行街,电话：028-83919006,
四川康贝大药房连锁有限公司沙湾康民店,地址：四川省乐山市沙湾区范店乡中药材市场第6门市,电话：028-83919006,
四川康贝大药房连锁有限公司雅江感恩药店,地址：四川省甘孜藏族自治州雅江县东城小区18号,电话：028-83919006,
四川康贝大药房连锁有限公司雅江德康药店,地址：四川省甘孜藏族自治州雅江县梯子巷43号,电话：028-83919006,
四川康贝大药房连锁有限公司翰林堂药店,地址：四川省成都市双流县永安镇翰林街29号,电话：028-83919006,
四川康贝大药房连锁有限公司雅江平安店,地址：四川省甘孜藏族自治州雅江县川藏街80号,电话：028-83919006,
四川康贝大药房连锁有限公司雅江康乐店,地址：四川省甘孜藏族自治州雅江县西俄洛乡,电话：028-83919006,
四川康贝大药房连锁有限公司华阳镇江华药店,地址：四川省成都市双流县华阳镇丁字街40号,电话：028-83919006,
四川康贝大药房连锁有限公司东升棠湖大药房,地址：四川省成都市双流县东升街道棠湖南路二段39、41、43号,电话：028-83919006,
四川康贝大药房连锁有限公司新龙新兴店,地址：四川省甘孜藏族自治州新龙县如龙镇人民路,电话：028-83919006,
四川康贝大药房连锁有限公司雅江利民店,地址：四川省甘孜藏族自治州雅江县城新街,电话：028-83919006,
四川康贝大药房连锁有限公司新龙幸福店,地址：四川省甘孜藏族自治州新龙县拉白马乡,电话：028-83919006,
四川康贝大药房连锁有限公司东升长冶药店,地址：四川省成都市双流县东升街道航都大街三段46、48号,电话：028-83919006,
四川康贝大药房连锁有限公司雅江康复店,地址：四川省甘孜藏族自治州雅江县解放街,电话：028-83919006,
四川康贝大药房连锁有限公司乡城康复店,地址：四川省甘孜藏族自治州乡城县邮政局门面,电话：028-83919006,
四川康贝大药房连锁有限公司仁和堂药房,地址：四川省成都市双流县东升街道西安路12号,电话：028-83919006,
四川康贝大药房连锁有限公司鸿康药店,地址：四川省成都市双流县彭镇交通路一段10号,电话：028-83919006,
四川康贝大药房连锁有限公司雅江益民店,地址：四川省甘孜藏族自治州雅江县红龙乡,电话：028-83919006,
四川康贝大药房连锁有限公司乡城次章为民店,地址：四川省甘孜藏族自治州乡城县热打乡尼工村,电话：028-83919006,
四川康贝大药房连锁有限公司石渠安康药店,地址：四川省甘孜藏族自治州石渠县洛须镇邓玛大道,电话：028-83919006,
四川康贝大药房连锁有限公司新龙大众店,地址：四川省甘孜藏族自治州新龙县人民路36号,电话：028-83919006,
四川康贝大药房连锁有限公司乡城百姓店,地址：四川省甘孜藏族自治州乡城县青年街,电话：028-83919006,
四川康贝大药房连锁有限公司雅江康鑫店,地址：四川省甘孜藏族自治州雅江县解放街电力综合大楼,电话：028-83919006,
四川康贝大药房连锁有限公司雅江惠利店,地址：四川省甘孜藏族自治州雅江县川藏路,电话：028-83919006,
四川康贝大药房连锁有限公司石渠县果洛店,地址：四川省甘孜藏族自治州石渠县尼呷镇,电话：028-83919006,
四川康贝大药房连锁有限公司乡城安康店,地址：四川省甘孜藏族自治州乡城县香巴拉镇香巴拉南路152号,电话：028-83919006,
四川康贝大药房连锁有限公司雅江便民店,地址：四川省甘孜藏族自治州雅江县解放街中学旁,电话：028-83919006,
四川康贝大药房连锁有限公司乡城民贸店,地址：四川省甘孜藏族自治州乡城县桑披镇西街1号,电话：028-83919006,
四川康贝大药房连锁有限公司福章药店,地址：四川省成都市蒲江县大兴镇九仙大道,电话：028-83919006,
四川康贝大药房连锁有限公司白家粼波大药房,地址：四川省成都市双流县西航港川大南路二段184、186、188、190号,电话：028-83919006,
四川康贝大药房连锁有限公司仁安药店,地址：四川省成都市双流县东升街道三强南路南段192号,电话：028-83919006,
四川康贝大药房连锁有限公司益视堂药店,地址：四川省成都市双流县东升街道吴家坝南街43号,电话：028-83919006,
四川康贝大药房连锁有限公司乡城利民店,地址：四川省甘孜藏族自治州乡城县青年街南口,电话：028-83919006,
四川康贝大药房连锁有限公司石渠瓦土店,地址：四川省甘孜藏族自治州石渠县西区,电话：028-83919006,
四川康贝大药房连锁有限公司雅江泰康店,地址：四川省甘孜藏族自治州雅江县解放街2号,电话：028-83919006,
四川康贝大药房连锁有限公司仁慈药店,地址：四川省成都市双流县东升街办三强南路一段161号,电话：028-83919006,
四川康贝大药房连锁有限公司乡城沁源堂店,地址：四川省甘孜藏族自治州乡城县香巴拉镇,电话：028-83919006,
四川康贝大药房连锁有限公司乡城福德店,地址：四川省甘孜藏族自治州乡城县热打乡,电话：028-83919006,
四川康贝大药房连锁有限公司石渠银祥店,地址：四川省甘孜藏族自治州石渠县阿日扎乡,电话：028-83919006,
四川康贝大药房连锁有限公司四叶草大药房,地址：四川省成都市双流县东升街道三强北路二段88号53栋-1层7、8号,电话：028-83919006,
