重庆全兴药房金龙路分店,地址：重庆市渝北区龙溪镇金龙路242号,电话：023-67607175,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区6店,地址：重庆市沙坪坝正街76号－1号（沙坪坝小学旁） ,电话：023-86268380 ,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区208店,地址：重庆市沙坪坝区大学城滨河百汇购物中心二楼06号 ,电话：023-65636276 ,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区14店,地址：重庆市沙坪坝区小龙坎新街311号 ,电话：023-86275080 ,
重庆市和平药房连锁有限责任公司南城药妆店,地址：重庆市南岸区南坪街道南城大道197号附2号,电话：无,
重庆市和平药房连锁有限责任公司金港湾店,地址：重庆市南岸区鹤路(东海.金港湾)小区,电话：023-62762191,
重庆市和平药房连锁有限责任公司新牌坊三路店,地址：重庆市渝北新牌坊三路329、331号,电话：023-67515257,
重庆市和平药房连锁有限责任公司融侨彩虹道店,地址：重庆市南岸区双峰山路11号3幢负2-商铺12,电话：023-62929677,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区5店,地址：重庆市沙坪坝区石井坡街道中心湾157号商业门面1、2号 ,电话：023-65160190 ,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区11店,地址：重庆市沙坪坝区天陈路12号-6（沙区岷山饭店旁） ,电话：023-86237058 ,
重庆市和平药房连锁有限责任公司铜元局店,地址：重庆市南岸区铜元局芭蕉湾51-1号,电话：023-62303791,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区4店,地址：重庆市沙坪坝区土湾模范村桃花里3号附16号（沙区土湾街道旁） ,电话：023-86254100 ,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区3店,地址：重庆市沙坪坝区双碑正街66号（双碑鼎盛大厦） ,电话：023-86250508 ,
重庆市和平药房连锁有限责任公司珊瑚中心店,地址：重庆市南岸区南平珊瑚市场平街北侧,电话：023-62943193,
重庆市和平药房连锁有限责任公司大佛锻店,地址：重庆市南岸区大佛锻富春花园9号,电话：023-62516054,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司益寿堂,地址：重庆市沙坪坝区汉渝路7号（三角碑转盘至石门方向10公尺） ,电话：023-86288303 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司25店,地址：重庆市渝中区中山三路153号 ,电话：023-86528020 ,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区旗舰店,地址：重庆市沙坪坝区渝碚路30-7、30-13-1、2、3、4、5、6、7号 ,电话：023-65028250 ,
重庆市和平药房连锁有限责任公司城南家园第二连锁店,地址：重庆市南岸区茶园新区城南家园公租房项目水云路14号277号,电话：023-62761691,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿42店,地址：重庆市长寿区凤岭路4号1-1-3 ,电话：023-40664224 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿51店,地址：重庆市长寿区桃源北一路2号2幢1-10 ,电话：023-40464245 ,
重庆市和平药房连锁有限责任公司城南家园店,地址：重庆市南岸茶园南城家园中二路4号,电话：023-62476955,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿41店,地址：重庆市长寿区桃花大道53号1-6 ,电话：023-40664221 ,
重庆市和平药房连锁有限责任公司金龙路连锁店,地址：重庆市渝北区金龙路259号财信城市国际3号楼1号8号门面,电话：023-67696407,
重庆桐君阁大药房连锁有限责任公司渝中区公司14店,地址：重庆市渝中区人民路180号 ,电话：023-86128499 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司21店,地址：重庆市渝中区临江路39号 ,电话：023-63799030 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿40店,地址：重庆市长寿区凤城街道办事处桃源南路2号2-1-6号 ,电话：023-40664220 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿49店,地址：重庆市长寿区文苑北路2号23幢负1-13 ,电话：023-40664241 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿47店,地址：重庆市长寿区凤城平湖路8号2幢1-10、1-11 ,电话：023-40664236 ,
重庆市和平药房连锁有限责任公司华润连锁店,地址：重庆市九龙坡区正街55号华润24层1号6-5.6-6商铺,电话：023-63920636,
重庆桐君阁大药房连锁有限责任公司渝中区公司19店,地址：重庆市渝中区大坪正街116号2栋1号第一层 ,电话：023-86593966 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司40店,地址：重庆市渝中区大坪石油路1号附6号 ,电话：023-63856763 ,
重庆市和平药房连锁有限责任公司天湖美镇店,地址：重庆市渝北区镜泊西路75号BG1-21-98-11【1】22B.1.1.04,电话：023-67391461,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿46店,地址：重庆市长寿区黄桷湾黄桷路3号 ,电话：023-40664231 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司10店,地址：重庆市渝中区观音岩张家花园平街33附11号 ,电话：023-63522480 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司18店,地址：重庆市渝中区中山一路69号 ,电话：023-86523411 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司38店,地址：重庆市渝中区人民路5号 ,电话：023-63806237 ,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区2店,地址：重庆市沙坪坝区小龙坎正街276号（小龙坎昇辉口腔医院对面） ,电话：023-86237066 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司17店,地址：重庆市渝中区中山一路296号 ,电话：023-86527490 ,
重庆市和平药房连锁有限责任公司加州城市花园店,地址：重庆市渝北区龙溪镇加洲城市花园4号楼.车库（大门外）靠壁第一家,电话：023-67527917,
重庆桐君阁大药房连锁有限责任公司渝中区公司37店,地址：重庆市渝中区大坪支路16号 ,电话：023-68839916 ,
重庆市和平药房连锁有限责任公司大渡口总店,地址：重庆市大渡口区步行街松青路1028号,电话：023-68958206,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司沙区1店,地址：重庆市沙坪坝区小杨公桥118号附266、267、268号（杨公桥车站） ,电话：023-65019814 ,
重庆市和平药房连锁有限责任公司鲁能星城店,地址：重庆市渝北区鲁能星城十二街区,电话：023-68623877,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿45店,地址：重庆市长寿区晏中路5号1栋1-6 ,电话：023-40664227 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司34店,地址：重庆市渝中區八一路183号 ,电话：023-63834519 ,
重庆市和平药房连锁有限责任公司石坪桥后街店,地址：重庆市九龙坡区石坪桥后街54号,电话：023-68820884,
重庆桐君阁大药房连锁有限责任公司沙坪坝公司国泰店,地址：重庆市沙坪坝区小新街14号（小龙坎派出所旁） ,电话：023-65318085 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿44店,地址：重庆市长寿区桃源大道10号幢1-3 1-4 ,电话：023-40664230 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司16店,地址：重庆市渝中区大坪正街45号附8号 ,电话：023-86966872 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司31店,地址：重庆市渝中区枇杷山正街132号 ,电话：023-86590355 ,
重庆市和平药房连锁有限责任公司陈家湾药妆店,地址：重庆市沙坪坝区渝碚路200-7,电话：023-65806494,
重庆桐君阁大药房连锁有限责任公司渝中区公司长寿43店,地址：重庆市长寿区桃花大道22号 ,电话：023-40664225 ,
重庆市和平药房连锁有限责任公司谢正街店,地址：重庆市九龙坡区杨家坪谢正街1号-2,电话：023-68713599,
重庆桐君阁大药房连锁有限责任公司渝中区公司28店,地址：重庆市渝中区煤建新村36号附3号 ,电话：023-86611022 ,
重庆市和平药房连锁有限责任公司虎溪大学城二店,地址：重庆市沙坪坝区重庆师范大学104号（虎溪校区商业街）,电话：无,
重庆桐君阁大药房连锁有限责任公司渝中区公司15店,地址：重庆市渝中区上清寺106号 ,电话：023-86522422 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司26店,地址：重庆市渝中区学田湾37号 ,电话：023-86362937 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司9店,地址：重庆市渝中区中山一路152号 ,电话：023-86523511 ,
重庆市和平药房连锁有限责任公司钢花路店,地址：重庆市大渡口区钢花路672#(大渡口区电影院旁),电话：023-68831544,
重庆市和平药房连锁有限责任公司小龙坎二店,地址：重庆市沙坪坝区小龙坎正街153号,电话：023-65452025,
重庆桐君阁大药房连锁有限责任公司渝中区公司8店,地址：重庆市渝中区上清寺太平洋广场16号 ,电话：023-63863268 ,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心开县三店,地址：重庆市开县汉丰街道百成路12（3-1-1-1）、（3-1-1-2） ,电话：023-52258161 ,
重庆桐君阁大药房连锁有限责任公司渝中区公司6店,地址：重庆市渝中区新华路长城大厦337号 ,电话：023-63709863 ,
重庆市和平药房连锁有限责任公司临华村店,地址：重庆市渝中区临华路5号 6号,电话：023-63518904,
重庆桐君阁大药房连锁有限责任公司渝中区公司2店,地址：重庆市渝中区邹容路63号 ,电话：023-86526277 ,
重庆桐君阁大药房连锁有限责任公司万州医药中心五桥上海大道店,地址：重庆市万州五桥上海大道49号 ,电话：023-85728986 ,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心北山大道店,地址：重庆市万州区北山大道1129号、1131号 ,电话：023-85729202 ,
重庆市和平药房连锁有限责任公司虎溪大学城店,地址：重庆市沙坪坝区虎溪镇四川美术学院南校门西侧,电话：无,
重庆桐君阁大药房连锁有限责任公司渝中区公司新山城药店,地址：重庆市渝中区中山三路127-131 ,电话：023-63878434 ,
重庆市和平药房连锁有限责任公司邹容路店,地址：重庆市渝中区邹容路59号,电话：023-63832909,
重庆市和平药房连锁有限责任公司天骄年华店,地址：重庆市沙坪坝区凤天路11、12号梅园1号,电话：无,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心万安桥头店,地址：重庆市万州区北山大道54号 ,电话：023-85729092 ,
重庆市和平药房连锁有限责任公司道门口店,地址：重庆市渝中区道门口28#,电话：023-63801044,
重庆桐君阁大药房连锁有限责任公司渝中区公司庆余堂药店,地址：重庆市渝中区民权路63号 ,电话：18323260659 ,
重庆桐君阁大药房连锁有限责任公司保康参茸药店,地址：重庆市渝中区邹容路82号 ,电话：023-63103108 ,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心白岩路店,地址：重庆市万州区白岩路190号3号 ,电话：023-85722022 ,
重庆市和平药房连锁有限责任公司金沙时代连锁店,地址：重庆市沙坪坝区土湾新生村15号附11.12号,电话：023-65635105,
重庆市和平药房连锁有限责任公司渝中区和康药店,地址：重庆市渝中区解放西路147号,电话：023-63039510,
重庆市和平药房连锁有限责任公司江枫美岸店,地址：重庆市沙坪坝沙滨路58号江枫美岸47、48号,电话：无,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心孙家书房路店,地址：重庆市万州区孙家书房路127号 ,电话：023-85739689 ,
重庆市和平药房连锁有限责任公司江湾花都店,地址：重庆市渝中区菜园路168号江湾国际花都C1-C3裙楼1-8号门面,电话：023-63846880,
重庆市和平药房连锁有限责任公司渝中心店,地址：重庆市渝中区民族路128号,电话：023-63825712,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心太白路店,地址：重庆市万州区商贸城1B66-1和1B66 ,电话：023-87500180 ,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心西山车站店,地址：重庆市万州区王牌路136号附1号A栋1层∕单元16-18号门面 ,电话：023-85729201 ,
重庆桐君阁大药房连锁有限责任公司丰都3店,地址：重庆市丰都县三合镇街道庙坡路27号附1号 ,电话：023-70716196 ,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心五桥天星路店,地址：重庆市万州五桥上海大道49号 ,电话：023-85729203,
重庆桐君阁大药房连锁有限责任公司万州医药物流中心万州十四店,地址：重庆市万州区沙龙二段567号 ,电话：023-85720179 ,
重庆桐君阁大药房连锁有限责任公司丰都2店,地址：重庆市丰都县三合街道双桂路26号附1号 ,电话：023-70738028 ,
重庆桐君阁大药房连锁有限责任公司丰都1店,地址：重庆市丰都县三合世平路69电话 ,电话：023-70712099 ,
